"Households","One person household: Aged 66 and over","Other household types","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment",0
"Households","One person household: Aged 66 and over","Other household types","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged 66 and over","Other household types","Flat, maisonette or apartment: In a commercial building","Whole house or bungalow",0
"Households","One person household: Aged 66 and over","Other household types","Flat, maisonette or apartment: In a commercial building","Flat, maisonette or apartment",0
"Households","One person household: Aged 66 and over","Other household types","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged 66 and over","Other household types","Caravan or other mobile or temporary structure","Whole house or bungalow",0
"Households","One person household: Aged 66 and over","Other household types","Caravan or other mobile or temporary structure","Flat, maisonette or apartment",0
"Households","One person household: Aged 66 and over","Other household types","Caravan or other mobile or temporary structure","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One person household","Whole house or bungalow: Detached","Whole house or bungalow",50941
"Households","One person household: Aged under 66","One person household","Whole house or bungalow: Detached","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One person household","Whole house or bungalow: Detached","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One person household","Whole house or bungalow: Semi-detached","Whole house or bungalow",88365
"Households","One person household: Aged under 66","One person household","Whole house or bungalow: Semi-detached","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One person household","Whole house or bungalow: Semi-detached","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One person household","Whole house or bungalow: Terraced (including end-terrace)","Whole house or bungalow",83714
"Households","One person household: Aged under 66","One person household","Whole house or bungalow: Terraced (including end-terrace)","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One person household","Whole house or bungalow: Terraced (including end-terrace)","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One person household","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Whole house or bungalow",0
"Households","One person household: Aged under 66","One person household","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment",330988
"Households","One person household: Aged under 66","One person household","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One person household","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Whole house or bungalow",0
"Households","One person household: Aged under 66","One person household","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment",12674
"Households","One person household: Aged under 66","One person household","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One person household","Flat, maisonette or apartment: In a commercial building","Whole house or bungalow",0
"Households","One person household: Aged under 66","One person household","Flat, maisonette or apartment: In a commercial building","Flat, maisonette or apartment",3873
"Households","One person household: Aged under 66","One person household","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One person household","Caravan or other mobile or temporary structure","Whole house or bungalow",0
"Households","One person household: Aged under 66","One person household","Caravan or other mobile or temporary structure","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One person household","Caravan or other mobile or temporary structure","Caravan or other mobile or temporary structure",1034
"Households","One person household: Aged under 66","One family household: Couple family","Whole house or bungalow: Detached","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Couple family","Whole house or bungalow: Detached","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Couple family","Whole house or bungalow: Detached","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Couple family","Whole house or bungalow: Semi-detached","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Couple family","Whole house or bungalow: Semi-detached","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Couple family","Whole house or bungalow: Semi-detached","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Couple family","Whole house or bungalow: Terraced (including end-terrace)","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Couple family","Whole house or bungalow: Terraced (including end-terrace)","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Couple family","Whole house or bungalow: Terraced (including end-terrace)","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Couple family","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Couple family","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Couple family","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Couple family","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Couple family","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Couple family","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Couple family","Flat, maisonette or apartment: In a commercial building","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Couple family","Flat, maisonette or apartment: In a commercial building","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Couple family","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Couple family","Caravan or other mobile or temporary structure","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Couple family","Caravan or other mobile or temporary structure","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Couple family","Caravan or other mobile or temporary structure","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Lone parent","Whole house or bungalow: Detached","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Lone parent","Whole house or bungalow: Detached","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Lone parent","Whole house or bungalow: Detached","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Lone parent","Whole house or bungalow: Semi-detached","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Lone parent","Whole house or bungalow: Semi-detached","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Lone parent","Whole house or bungalow: Semi-detached","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Lone parent","Whole house or bungalow: Terraced (including end-terrace)","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Lone parent","Whole house or bungalow: Terraced (including end-terrace)","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Lone parent","Whole house or bungalow: Terraced (including end-terrace)","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Lone parent","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Lone parent","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Lone parent","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Lone parent","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Lone parent","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Lone parent","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Lone parent","Flat, maisonette or apartment: In a commercial building","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Lone parent","Flat, maisonette or apartment: In a commercial building","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Lone parent","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","One family household: Lone parent","Caravan or other mobile or temporary structure","Whole house or bungalow",0
"Households","One person household: Aged under 66","One family household: Lone parent","Caravan or other mobile or temporary structure","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","One family household: Lone parent","Caravan or other mobile or temporary structure","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","Other household types","Whole house or bungalow: Detached","Whole house or bungalow",0
"Households","One person household: Aged under 66","Other household types","Whole house or bungalow: Detached","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","Other household types","Whole house or bungalow: Detached","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","Other household types","Whole house or bungalow: Semi-detached","Whole house or bungalow",0
"Households","One person household: Aged under 66","Other household types","Whole house or bungalow: Semi-detached","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","Other household types","Whole house or bungalow: Semi-detached","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","Other household types","Whole house or bungalow: Terraced (including end-terrace)","Whole house or bungalow",0
"Households","One person household: Aged under 66","Other household types","Whole house or bungalow: Terraced (including end-terrace)","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","Other household types","Whole house or bungalow: Terraced (including end-terrace)","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","Other household types","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Whole house or bungalow",0
"Households","One person household: Aged under 66","Other household types","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","Other household types","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","Other household types","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Whole house or bungalow",0
"Households","One person household: Aged under 66","Other household types","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","Other household types","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","Other household types","Flat, maisonette or apartment: In a commercial building","Whole house or bungalow",0
"Households","One person household: Aged under 66","Other household types","Flat, maisonette or apartment: In a commercial building","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","Other household types","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure",0
"Households","One person household: Aged under 66","Other household types","Caravan or other mobile or temporary structure","Whole house or bungalow",0
"Households","One person household: Aged under 66","Other household types","Caravan or other mobile or temporary structure","Flat, maisonette or apartment",0
"Households","One person household: Aged under 66","Other household types","Caravan or other mobile or temporary structure","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One person household","Whole house or bungalow: Detached","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One person household","Whole house or bungalow: Detached","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One person household","Whole house or bungalow: Detached","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One person household","Whole house or bungalow: Semi-detached","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One person household","Whole house or bungalow: Semi-detached","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One person household","Whole house or bungalow: Semi-detached","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One person household","Whole house or bungalow: Terraced (including end-terrace)","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One person household","Whole house or bungalow: Terraced (including end-terrace)","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One person household","Whole house or bungalow: Terraced (including end-terrace)","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One person household","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One person household","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One person household","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One person household","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One person household","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One person household","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One person household","Flat, maisonette or apartment: In a commercial building","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One person household","Flat, maisonette or apartment: In a commercial building","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One person household","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One person household","Caravan or other mobile or temporary structure","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One person household","Caravan or other mobile or temporary structure","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One person household","Caravan or other mobile or temporary structure","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Whole house or bungalow: Detached","Whole house or bungalow",90338
"Households","One family household: All aged 66 and over","One family household: Couple family","Whole house or bungalow: Detached","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Whole house or bungalow: Detached","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Whole house or bungalow: Semi-detached","Whole house or bungalow",57913
"Households","One family household: All aged 66 and over","One family household: Couple family","Whole house or bungalow: Semi-detached","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Whole house or bungalow: Semi-detached","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Whole house or bungalow: Terraced (including end-terrace)","Whole house or bungalow",37617
"Households","One family household: All aged 66 and over","One family household: Couple family","Whole house or bungalow: Terraced (including end-terrace)","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Whole house or bungalow: Terraced (including end-terrace)","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment",27619
"Households","One family household: All aged 66 and over","One family household: Couple family","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment",2548
"Households","One family household: All aged 66 and over","One family household: Couple family","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Flat, maisonette or apartment: In a commercial building","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Flat, maisonette or apartment: In a commercial building","Flat, maisonette or apartment",301
"Households","One family household: All aged 66 and over","One family household: Couple family","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Caravan or other mobile or temporary structure","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Caravan or other mobile or temporary structure","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Couple family","Caravan or other mobile or temporary structure","Caravan or other mobile or temporary structure",582
"Households","One family household: All aged 66 and over","One family household: Lone parent","Whole house or bungalow: Detached","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Whole house or bungalow: Detached","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Whole house or bungalow: Detached","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Whole house or bungalow: Semi-detached","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Whole house or bungalow: Semi-detached","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Whole house or bungalow: Semi-detached","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Whole house or bungalow: Terraced (including end-terrace)","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Whole house or bungalow: Terraced (including end-terrace)","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Whole house or bungalow: Terraced (including end-terrace)","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Flat, maisonette or apartment: Purpose-built block of flats or tenement","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Flat, maisonette or apartment: Part of a converted or shared house (including bed-sits)","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Flat, maisonette or apartment: In a commercial building","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Flat, maisonette or apartment: In a commercial building","Flat, maisonette or apartment",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Flat, maisonette or apartment: In a commercial building","Caravan or other mobile or temporary structure",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Caravan or other mobile or temporary structure","Whole house or bungalow",0
"Households","One family household: All aged 66 and over","One family household: Lone parent","Caravan or other mobile or temporary structure","Flat, maisonette or apartment",0
